Name,Move,Move_points
Sableye,shadow-sneak,40
Sableye,zen-headbutt,80
Sableye,captivate,
Sableye,ominous-wind,60
Sableye,hone-claws,
Sableye,wonder-room,
Sableye,telekinesis,
Sableye,low-sweep,65
Sableye,foul-play,95
Sableye,round,60
Sableye,incinerate,60
Sableye,quash,
Sableye,retaliate,70
Sableye,snarl,55
Sableye,confide,
Sableye,dazzling-gleam,80
Sableye,power-up-punch,40
Mawile,mega-punch,80
Mawile,ice-punch,75
Mawile,thunder-punch,75
Mawile,vice-grip,55
Mawile,swords-dance,
Mawile,slam,80
Mawile,mega-kick,120
Mawile,headbutt,70
Mawile,body-slam,85
Mawile,double-edge,120
Mawile,bite,60
Mawile,growl,
Mawile,flamethrower,90
Mawile,ice-beam,90
Mawile,hyper-beam,150
Mawile,counter,
Mawile,seismic-toss,
Mawile,strength,80
Mawile,solar-beam,120
Mawile,toxic,
Mawile,mimic,
Mawile,double-team,
Mawile,fire-blast,110
Mawile,rest,
Mawile,rock-slide,75
Mawile,super-fang,
Mawile,substitute,
Mawile,snore,50
Mawile,protect,
Mawile,feint-attack,60
Mawile,sludge-bomb,90
Mawile,mud-slap,20
Mawile,icy-wind,55
Mawile,sandstorm,
Mawile,endure,
Mawile,false-swipe,40
Mawile,swagger,
Mawile,attract,
Mawile,sleep-talk,
Mawile,return,
Mawile,frustration,
Mawile,pain-split,
Mawile,dynamic-punch,100
Mawile,baton-pass,
Mawile,sweet-scent,
Mawile,hidden-power,60
Mawile,rain-dance,
Mawile,sunny-day,
Mawile,crunch,80
Mawile,psych-up,
Mawile,ancient-power,60
Mawile,shadow-ball,80
Mawile,rock-smash,40
Mawile,stockpile,
Mawile,spit-up,
Mawile,swallow,
Mawile,torment,
Mawile,facade,70
Mawile,focus-punch,150
Mawile,taunt,
Mawile,brick-break,75
Mawile,knock-off,65
Mawile,snatch,
Mawile,secret-power,70
Mawile,poison-fang,50
Mawile,astonish,30
Mawile,fake-tears,
Mawile,rock-tomb,60
Mawile,tickle,
Mawile,iron-defense,
Mawile,natural-gift,
Mawile,metal-burst,
Mawile,payback,50
Mawile,embargo,
Mawile,fling,
Mawile,guard-swap,
Mawile,punishment,
Mawile,last-resort,140
Mawile,sucker-punch,70
Mawile,magnet-rise,
Mawile,dark-pulse,80
Mawile,focus-blast,120
Mawile,giga-impact,150
Mawile,thunder-fang,65
Mawile,ice-fang,65
Mawile,fire-fang,65
Mawile,flash-cannon,80
Mawile,iron-head,80
Mawile,stone-edge,100
Mawile,captivate,
Mawile,stealth-rock,
Mawile,grass-knot,
Mawile,charge-beam,50
Mawile,foul-play,95
Mawile,round,60
Mawile,incinerate,60
Mawile,misty-terrain,
Mawile,play-rough,90
Mawile,fairy-wind,40
Mawile,confide,
Mawile,power-up-punch,40
Aron,cut,50
Aron,stomp,65
Aron,headbutt,70
Aron,tackle,40
Aron,body-slam,85
Aron,take-down,90
Aron,double-edge,120
Aron,roar,
Aron,strength,80
Aron,earthquake,100
Aron,dig,80
Aron,toxic,
Aron,mimic,
Aron,screech,
Aron,double-team,
Aron,harden,
Aron,defense-curl,
Aron,rest,
Aron,rock-slide,75
Aron,substitute,
Aron,snore,50
Aron,curse,
Aron,reversal,
Aron,spite,
Aron,protect,
Aron,mud-slap,20
Aron,sandstorm,
Aron,endure,
Aron,rollout,30
Aron,swagger,
Aron,fury-cutter,40
Aron,attract,
Aron,sleep-talk,
Aron,return,
Aron,frustration,
Aron,iron-tail,100
Aron,metal-claw,50
Aron,hidden-power,60
Aron,rain-dance,
Aron,sunny-day,
Aron,ancient-power,60
Aron,rock-smash,40
Aron,uproar,90
Aron,facade,70
Aron,smelling-salts,70
Aron,superpower,120
Aron,endeavor,
Aron,secret-power,70
Aron,rock-tomb,60
Aron,metal-sound,
Aron,aerial-ace,60
Aron,iron-defense,
Aron,shock-wave,60
Aron,water-pulse,60
Aron,natural-gift,
Aron,metal-burst,
Aron,magnet-rise,
Aron,rock-polish,
Aron,dragon-rush,100
Aron,earth-power,90
Aron,shadow-claw,70
Aron,iron-head,80
Aron,captivate,
Aron,stealth-rock,
Aron,head-smash,150
Aron,hone-claws,
Aron,autotomize,
Aron,heavy-slam,
Aron,round,60
Aron,bulldoze,60
Aron,confide,
Lairon,cut,50
Lairon,headbutt,70
Lairon,tackle,40
Lairon,body-slam,85
Lairon,take-down,90
Lairon,double-edge,120
Lairon,roar,
Lairon,strength,80
Lairon,earthquake,100
Lairon,dig,80
Lairon,toxic,
Lairon,mimic,
Lairon,double-team,
Lairon,harden,
Lairon,defense-curl,
Lairon,rest,
Lairon,rock-slide,75
Lairon,substitute,
Lairon,snore,50
Lairon,spite,
Lairon,protect,
Lairon,mud-slap,20
Lairon,sandstorm,
Lairon,endure,
Lairon,rollout,30
Lairon,swagger,
Lairon,fury-cutter,40
Lairon,attract,
Lairon,sleep-talk,
Lairon,return,
Lairon,frustration,
Lairon,iron-tail,100
Lairon,metal-claw,50
Lairon,hidden-power,60
Lairon,rain-dance,
Lairon,sunny-day,
Lairon,ancient-power,60
Lairon,rock-smash,40
Lairon,uproar,90
Lairon,facade,70
Lairon,superpower,120
Lairon,endeavor,
Lairon,secret-power,70
Lairon,rock-tomb,60
Lairon,metal-sound,
Lairon,aerial-ace,60
Lairon,iron-defense,
Lairon,shock-wave,60
Lairon,water-pulse,60
Lairon,natural-gift,
Lairon,metal-burst,
Lairon,magnet-rise,
Lairon,rock-polish,
Lairon,earth-power,90
Lairon,shadow-claw,70
Lairon,iron-head,80
Lairon,stone-edge,100
Lairon,captivate,
Lairon,stealth-rock,
Lairon,hone-claws,
Lairon,autotomize,
Lairon,heavy-slam,
Lairon,round,60
Lairon,bulldoze,60
Lairon,confide,
Aggron,mega-punch,80
Aggron,fire-punch,75
Aggron,ice-punch,75
Aggron,thunder-punch,75
Aggron,cut,50
Aggron,mega-kick,120
Aggron,headbutt,70
Aggron,tackle,40
Aggron,body-slam,85
Aggron,take-down,90
Aggron,double-edge,120
Aggron,roar,
Aggron,flamethrower,90
Aggron,surf,90
Aggron,ice-beam,90
Aggron,blizzard,110
Aggron,hyper-beam,150
Aggron,low-kick,
Aggron,counter,
Aggron,seismic-toss,
Aggron,strength,80
Aggron,solar-beam,120
Aggron,thunderbolt,90
Aggron,thunder-wave,
Aggron,thunder,110
Aggron,earthquake,100
Aggron,dig,80
Aggron,toxic,
Aggron,mimic,
Aggron,double-team,
Aggron,harden,
Aggron,defense-curl,
Aggron,fire-blast,110
Aggron,rest,
Aggron,rock-slide,75
Aggron,substitute,
Aggron,snore,50
Aggron,spite,
Aggron,protect,
Aggron,mud-slap,20
Aggron,icy-wind,55
Aggron,outrage,120
Aggron,sandstorm,
Aggron,endure,
Aggron,rollout,30
Aggron,swagger,
Aggron,fury-cutter,40
Aggron,attract,
Aggron,sleep-talk,
Aggron,return,
Aggron,frustration,
Aggron,dynamic-punch,100
Aggron,iron-tail,100
Aggron,metal-claw,50
Aggron,hidden-power,60
Aggron,rain-dance,
Aggron,sunny-day,
Aggron,ancient-power,60
Aggron,rock-smash,40
Aggron,whirlpool,35
Aggron,uproar,90
Aggron,facade,70
Aggron,focus-punch,150
Aggron,taunt,
Aggron,superpower,120
Aggron,brick-break,75
Aggron,endeavor,
Aggron,secret-power,70
Aggron,rock-tomb,60
Aggron,metal-sound,
Aggron,aerial-ace,60
Aggron,iron-defense,
Aggron,block,
Aggron,dragon-claw,80
Aggron,shock-wave,60
Aggron,water-pulse,60
Aggron,natural-gift,
Aggron,metal-burst,
Aggron,payback,50
Aggron,fling,
Aggron,magnet-rise,
Aggron,rock-polish,
Aggron,dark-pulse,80
Aggron,aqua-tail,90
Aggron,dragon-pulse,85
Aggron,focus-blast,120
Aggron,earth-power,90
Aggron,giga-impact,150
Aggron,avalanche,60
Aggron,shadow-claw,70
Aggron,flash-cannon,80
Aggron,rock-climb,90
Aggron,iron-head,80
Aggron,stone-edge,100
Aggron,captivate,
Aggron,stealth-rock,
Aggron,hone-claws,
Aggron,autotomize,
Aggron,smack-down,50
Aggron,heavy-slam,
Aggron,round,60
Aggron,incinerate,60
Aggron,bulldoze,60
Aggron,dragon-tail,60
Aggron,confide,
Aggron,power-up-punch,40
Aggron,smart-strike,70
Aggron,brutal-swing,60
Meditite,mega-punch,80
Meditite,fire-punch,75
Meditite,ice-punch,75
Meditite,thunder-punch,75
Meditite,mega-kick,120
Meditite,headbutt,70
Meditite,body-slam,85
Meditite,double-edge,120
Meditite,low-kick,
Meditite,counter,
Meditite,seismic-toss,
Meditite,strength,80
Meditite,toxic,
Meditite,confusion,50
Meditite,psychic,90
Meditite,meditate,
Meditite,mimic,
Meditite,double-team,
Meditite,recover,
Meditite,light-screen,
Meditite,reflect,
Meditite,bide,
Meditite,metronome,
Meditite,swift,60
Meditite,high-jump-kick,130
Meditite,dream-eater,100
Meditite,flash,
Meditite,rest,
Meditite,rock-slide,75
Meditite,substitute,
Meditite,mind-reader,
Meditite,snore,50
Meditite,reversal,
Meditite,protect,
Meditite,mud-slap,20
Meditite,foresight,
Meditite,detect,
Meditite,endure,
Meditite,swagger,
Meditite,attract,
Meditite,sleep-talk,
Meditite,return,
Meditite,frustration,
Meditite,pain-split,
Meditite,dynamic-punch,100
Meditite,baton-pass,
Meditite,hidden-power,60
Meditite,rain-dance,
Meditite,sunny-day,
Meditite,psych-up,
Meditite,shadow-ball,80
Meditite,rock-smash,40
Meditite,fake-out,40
Meditite,facade,70
Meditite,focus-punch,150
Meditite,helping-hand,
Meditite,trick,
Meditite,role-play,
Meditite,magic-coat,
Meditite,recycle,
Meditite,brick-break,75
Meditite,secret-power,70
Meditite,rock-tomb,60
Meditite,signal-beam,75
Meditite,bulk-up,
Meditite,calm-mind,
Meditite,gravity,
Meditite,natural-gift,
Meditite,feint,30
Meditite,acupressure,
Meditite,fling,
Meditite,power-trick,
Meditite,power-swap,
Meditite,guard-swap,
Meditite,force-palm,60
Meditite,poison-jab,80
Meditite,drain-punch,75
Meditite,vacuum-wave,40
Meditite,focus-blast,120
Meditite,bullet-punch,40
Meditite,psycho-cut,70
Meditite,zen-headbutt,80
Meditite,captivate,
Meditite,grass-knot,
Meditite,psyshock,80
Meditite,telekinesis,
Meditite,low-sweep,65
Meditite,round,60
Meditite,quick-guard,
Meditite,retaliate,70
Meditite,work-up,
Meditite,confide,
Meditite,power-up-punch,40
Medicham,mega-punch,80
Medicham,fire-punch,75
Medicham,ice-punch,75
Medicham,thunder-punch,75
Medicham,mega-kick,120
Medicham,headbutt,70
Medicham,body-slam,85
Medicham,double-edge,120
Medicham,hyper-beam,150
Medicham,low-kick,
Medicham,counter,
Medicham,seismic-toss,
Medicham,strength,80
Medicham,toxic,
Medicham,confusion,50
Medicham,psychic,90
Medicham,meditate,
Medicham,mimic,
Medicham,double-team,
Medicham,recover,
Medicham,light-screen,
Medicham,reflect,
Medicham,bide,
Medicham,metronome,
Medicham,swift,60
Medicham,high-jump-kick,130
Medicham,dream-eater,100
Medicham,flash,
Medicham,rest,
Medicham,rock-slide,75
Medicham,substitute,
Medicham,mind-reader,
Medicham,snore,50
Medicham,reversal,
Medicham,protect,
Medicham,mud-slap,20
Medicham,detect,
Medicham,endure,
Medicham,swagger,
Medicham,attract,
Medicham,sleep-talk,
Medicham,return,
Medicham,frustration,
Medicham,pain-split,
Medicham,dynamic-punch,100
Medicham,hidden-power,60
Medicham,rain-dance,
Medicham,sunny-day,
Medicham,psych-up,
Medicham,shadow-ball,80
Medicham,rock-smash,40
Medicham,facade,70
Medicham,focus-punch,150
Medicham,helping-hand,
Medicham,trick,
Medicham,role-play,
Medicham,magic-coat,
Medicham,recycle,
Medicham,brick-break,75
Medicham,secret-power,70
Medicham,rock-tomb,60
Medicham,signal-beam,75
Medicham,bulk-up,
Medicham,calm-mind,
Medicham,gravity,
Medicham,natural-gift,
Medicham,feint,30
Medicham,acupressure,
Medicham,fling,
Medicham,power-trick,
Medicham,force-palm,60
Medicham,poison-jab,80
Medicham,drain-punch,75
Medicham,vacuum-wave,40
Medicham,focus-blast,120
Medicham,energy-ball,90
Medicham,giga-impact,150
Medicham,zen-headbutt,80
Medicham,captivate,
Medicham,grass-knot,
Medicham,psyshock,80
Medicham,telekinesis,
Medicham,low-sweep,65
Medicham,round,60
Medicham,retaliate,70
Medicham,work-up,
Medicham,confide,
Medicham,power-up-punch,40
Electrike,headbutt,70
Electrike,tackle,40
Electrike,body-slam,85
Electrike,double-edge,120
Electrike,leer,
Electrike,bite,60
Electrike,roar,
Electrike,flamethrower,90
Electrike,strength,80
Electrike,thunderbolt,90
Electrike,thunder-wave,
Electrike,thunder,110
Electrike,toxic,
Electrike,quick-attack,40
Electrike,mimic,
Electrike,double-team,
Electrike,light-screen,
Electrike,swift,60
Electrike,flash,
Electrike,rest,
Electrike,substitute,
Electrike,thief,60
Electrike,snore,50
Electrike,curse,
Electrike,protect,
Electrike,mud-slap,20
Electrike,endure,
Electrike,swagger,
Electrike,spark,65
Electrike,attract,
Electrike,sleep-talk,
Electrike,return,
Electrike,frustration,
Electrike,iron-tail,100
Electrike,hidden-power,60
Electrike,rain-dance,
Electrike,crunch,80
Electrike,uproar,90
Electrike,facade,70
Electrike,charge,
Electrike,secret-power,70
Electrike,odor-sleuth,
Electrike,signal-beam,75
Electrike,howl,
Electrike,shock-wave,60
Electrike,natural-gift,
Electrike,magnet-rise,
Electrike,switcheroo,
Electrike,thunder-fang,65
Electrike,ice-fang,65
Electrike,fire-fang,65
Electrike,discharge,80
Electrike,captivate,
Electrike,charge-beam,50
Electrike,flame-burst,70
Electrike,electro-ball,
Electrike,round,60
Electrike,volt-switch,70
Electrike,wild-charge,90
Electrike,snarl,55
Electrike,confide,
Electrike,eerie-impulse,
Manectric,headbutt,70
Manectric,tackle,40
Manectric,body-slam,85
Manectric,double-edge,120
Manectric,leer,
Manectric,bite,60
Manectric,roar,
Manectric,flamethrower,90
Manectric,hyper-beam,150
Manectric,strength,80
Manectric,thunderbolt,90
Manectric,thunder-wave,
Manectric,thunder,110
Manectric,toxic,
Manectric,quick-attack,40
Manectric,mimic,
Manectric,double-team,
Manectric,light-screen,
Manectric,swift,60
Manectric,flash,
Manectric,rest,
Manectric,substitute,
Manectric,thief,60
Manectric,snore,50
Manectric,protect,
Manectric,mud-slap,20
Manectric,endure,
Manectric,swagger,
Manectric,spark,65
Manectric,attract,
Manectric,sleep-talk,
Manectric,return,
Manectric,frustration,
Manectric,iron-tail,100
Manectric,hidden-power,60
Manectric,rain-dance,
Manectric,uproar,90
Manectric,facade,70
Manectric,charge,
Manectric,secret-power,70
Manectric,overheat,130
Manectric,odor-sleuth,
Manectric,signal-beam,75
Manectric,howl,
Manectric,shock-wave,60
Manectric,natural-gift,
Manectric,magnet-rise,
Manectric,giga-impact,150
Manectric,thunder-fang,65
Manectric,fire-fang,65
Manectric,discharge,80
Manectric,captivate,
Manectric,charge-beam,50
Manectric,round,60
Manectric,volt-switch,70
Manectric,wild-charge,90
Manectric,snarl,55
Manectric,confide,
Manectric,electric-terrain,
Plusle,mega-punch,80
Plusle,thunder-punch,75
Plusle,mega-kick,120
Plusle,headbutt,70
Plusle,body-slam,85
Plusle,double-edge,120
Plusle,growl,
Plusle,sing,
Plusle,counter,
Plusle,seismic-toss,
Plusle,thunderbolt,90
Plusle,thunder-wave,
Plusle,thunder,110
Plusle,toxic,
Plusle,agility,
Plusle,quick-attack,40
Plusle,mimic,
Plusle,double-team,
Plusle,defense-curl,
Plusle,light-screen,
Plusle,metronome,
Plusle,swift,60
Plusle,flash,
Plusle,rest,
Plusle,substitute,
Plusle,snore,50
Plusle,protect,
Plusle,sweet-kiss,
Plusle,mud-slap,20
Plusle,endure,
Plusle,charm,
Plusle,rollout,30
Plusle,swagger,
Plusle,spark,65
Plusle,attract,
Plusle,sleep-talk,
Plusle,return,
Plusle,frustration,
Plusle,dynamic-punch,100
Plusle,baton-pass,
Plusle,encore,
Plusle,iron-tail,100
Plusle,hidden-power,60
Plusle,rain-dance,
Plusle,uproar,90
Plusle,facade,70
Plusle,charge,
Plusle,helping-hand,
Plusle,wish,
Plusle,secret-power,70
Plusle,fake-tears,
Plusle,signal-beam,75
Plusle,shock-wave,60
Plusle,natural-gift,
Plusle,fling,
Plusle,lucky-chant,
Plusle,copycat,
Plusle,last-resort,140
Plusle,magnet-rise,
Plusle,nasty-plot,
Plusle,discharge,80
Plusle,captivate,
Plusle,grass-knot,
Plusle,charge-beam,50
Plusle,electro-ball,
Plusle,entrainment,
Plusle,round,60
Plusle,echoed-voice,40
Plusle,bestow,
Plusle,volt-switch,70
Plusle,electroweb,55
Plusle,wild-charge,90
Plusle,play-nice,
Plusle,confide,
Plusle,nuzzle,20
Plusle,tearful-look,
Minun,mega-punch,80
Minun,thunder-punch,75
Minun,mega-kick,120
Minun,headbutt,70
Minun,body-slam,85
Minun,double-edge,120
Minun,growl,
Minun,sing,
Minun,counter,
Minun,seismic-toss,
Minun,thunderbolt,90
Minun,thunder-wave,
Minun,thunder,110
Minun,toxic,
Minun,agility,
Minun,quick-attack,40
Minun,mimic,
Minun,double-team,
Minun,defense-curl,
Minun,light-screen,
Minun,metronome,
Minun,swift,60
Minun,flash,
Minun,rest,
Minun,substitute,
Minun,snore,50
Minun,protect,
Minun,sweet-kiss,
Minun,mud-slap,20
Minun,endure,
Minun,charm,
Minun,rollout,30
Minun,swagger,
Minun,spark,65
Minun,attract,
Minun,sleep-talk,
Minun,return,
Minun,frustration,
Minun,dynamic-punch,100
Minun,baton-pass,
Minun,encore,
Minun,iron-tail,100
Minun,hidden-power,60
Minun,rain-dance,
Minun,uproar,90
Minun,facade,70
Minun,charge,
Minun,helping-hand,
Minun,wish,
Minun,secret-power,70
Minun,fake-tears,
Minun,signal-beam,75
Minun,shock-wave,60
Minun,natural-gift,
Minun,fling,
Minun,trump-card,
Minun,lucky-chant,
Minun,copycat,
Minun,last-resort,140
Minun,magnet-rise,
Minun,switcheroo,
Minun,nasty-plot,
Minun,discharge,80
Minun,captivate,
Minun,grass-knot,
Minun,charge-beam,50
Minun,electro-ball,
Minun,entrainment,
Minun,round,60
Minun,echoed-voice,40
Minun,volt-switch,70
Minun,electroweb,55
Minun,wild-charge,90
Minun,play-nice,
Minun,confide,
Minun,nuzzle,20
Minun,tearful-look,
Volbeat,mega-punch,80
Volbeat,ice-punch,75
Volbeat,thunder-punch,75
Volbeat,mega-kick,120
Volbeat,tackle,40
Volbeat,body-slam,85
Volbeat,double-edge,120
Volbeat,counter,
Volbeat,seismic-toss,
Volbeat,solar-beam,120
Volbeat,string-shot,
Volbeat,thunderbolt,90
Volbeat,thunder-wave,
Volbeat,thunder,110
Volbeat,toxic,
Volbeat,quick-attack,40
Volbeat,mimic,
Volbeat,double-team,
Volbeat,confuse-ray,
Volbeat,light-screen,
Volbeat,metronome,
Volbeat,swift,60
Volbeat,dizzy-punch,70
Volbeat,flash,
Volbeat,rest,
Volbeat,substitute,
Volbeat,thief,60
Volbeat,snore,50
Volbeat,protect,
Volbeat,mud-slap,20
Volbeat,giga-drain,75
Volbeat,endure,
Volbeat,swagger,
Volbeat,attract,
Volbeat,sleep-talk,
Volbeat,return,
Volbeat,frustration,
Volbeat,dynamic-punch,100
Volbeat,baton-pass,
Volbeat,encore,
Volbeat,moonlight,
Volbeat,hidden-power,60
Volbeat,rain-dance,
Volbeat,sunny-day,
Volbeat,psych-up,
Volbeat,shadow-ball,80
Volbeat,facade,70
Volbeat,focus-punch,150
Volbeat,helping-hand,
Volbeat,trick,
Volbeat,brick-break,75
Volbeat,secret-power,70
Volbeat,tail-glow,
Volbeat,air-cutter,60
Volbeat,silver-wind,60
Volbeat,signal-beam,75
Volbeat,aerial-ace,60
Volbeat,shock-wave,60
Volbeat,water-pulse,60
Volbeat,roost,
Volbeat,natural-gift,
Volbeat,tailwind,
Volbeat,u-turn,70
Volbeat,fling,
Volbeat,bug-buzz,90
Volbeat,zen-headbutt,80
Volbeat,captivate,
Volbeat,bug-bite,60
Volbeat,charge-beam,50
Volbeat,ominous-wind,60
Volbeat,round,60
Volbeat,acrobatics,55
Volbeat,struggle-bug,50
Volbeat,play-rough,90
Volbeat,confide,
Volbeat,dazzling-gleam,80
Volbeat,infestation,20
Volbeat,power-up-punch,40
Volbeat,lunge,80
Illumise,mega-punch,80
Illumise,ice-punch,75
Illumise,thunder-punch,75
Illumise,mega-kick,120
Illumise,tackle,40
Illumise,body-slam,85
Illumise,double-edge,120
Illumise,counter,
Illumise,seismic-toss,
Illumise,growth,
Illumise,solar-beam,120
Illumise,string-shot,
Illumise,thunderbolt,90
Illumise,thunder-wave,
Illumise,thunder,110
Illumise,toxic,
Illumise,quick-attack,40
Illumise,mimic,
Illumise,double-team,
Illumise,confuse-ray,
Illumise,light-screen,
Illumise,metronome,
Illumise,swift,60
Illumise,flash,
Illumise,rest,
Illumise,substitute,
Illumise,thief,60
Illumise,snore,50
Illumise,protect,
Illumise,mud-slap,20
Illumise,giga-drain,75
Illumise,endure,
Illumise,charm,
Illumise,swagger,
Illumise,attract,
Illumise,sleep-talk,
Illumise,return,
Illumise,frustration,
Illumise,dynamic-punch,100
Illumise,baton-pass,
Illumise,encore,
Illumise,sweet-scent,
Illumise,moonlight,
Illumise,hidden-power,60
Illumise,rain-dance,
Illumise,sunny-day,
Illumise,psych-up,
Illumise,shadow-ball,80
Illumise,flatter,
Illumise,facade,70
Illumise,focus-punch,150
Illumise,helping-hand,
Illumise,wish,
Illumise,brick-break,75
Illumise,secret-power,70
Illumise,aromatherapy,
Illumise,fake-tears,
Illumise,air-cutter,60
Illumise,silver-wind,60
Illumise,aerial-ace,60
Illumise,covet,60
Illumise,shock-wave,60
Illumise,water-pulse,60
Illumise,roost,
Illumise,natural-gift,
Illumise,tailwind,
Illumise,u-turn,70
Illumise,fling,
Illumise,bug-buzz,90
Illumise,zen-headbutt,80
Illumise,captivate,
Illumise,bug-bite,60
Illumise,charge-beam,50
Illumise,ominous-wind,60
Illumise,round,60
Illumise,acrobatics,55
Illumise,struggle-bug,50
Illumise,play-rough,90
Illumise,play-nice,
Illumise,confide,
Illumise,dazzling-gleam,80
Illumise,infestation,20
Illumise,power-up-punch,40
Roselia,swords-dance,
Roselia,cut,50
Roselia,body-slam,85
Roselia,double-edge,120
Roselia,poison-sting,15
Roselia,pin-missile,25
Roselia,absorb,20
Roselia,mega-drain,40
Roselia,leech-seed,
Roselia,growth,
Roselia,razor-leaf,55
Roselia,solar-beam,120
Roselia,stun-spore,
Roselia,sleep-powder,
Roselia,petal-dance,120
Roselia,toxic,
Roselia,mimic,
Roselia,double-team,
Roselia,swift,60
Roselia,flash,
Roselia,rest,
Roselia,substitute,
Roselia,mind-reader,
Roselia,nightmare,
Roselia,snore,50
Roselia,cotton-spore,
Roselia,protect,
Roselia,sludge-bomb,90
Roselia,mud-slap,20
Roselia,spikes,
Roselia,giga-drain,75
Roselia,endure,
Roselia,swagger,
Roselia,fury-cutter,40
Roselia,attract,
Roselia,sleep-talk,
Roselia,return,
Roselia,frustration,
Roselia,sweet-scent,
Roselia,synthesis,
Roselia,hidden-power,60
Roselia,rain-dance,
Roselia,sunny-day,
Roselia,psych-up,
Roselia,shadow-ball,80
Roselia,facade,70
Roselia,nature-power,
Roselia,ingrain,
Roselia,secret-power,70
Roselia,aromatherapy,
Roselia,grass-whistle,
Roselia,bullet-seed,25
Roselia,covet,60
Roselia,magical-leaf,60
Roselia,natural-gift,
Roselia,worry-seed,
Roselia,toxic-spikes,
Roselia,poison-jab,80
Roselia,seed-bomb,80
Roselia,energy-ball,90
Roselia,leaf-storm,130
Roselia,power-whip,120
Roselia,captivate,
Roselia,grass-knot,
Roselia,venoshock,65
Roselia,round,60
Roselia,petal-blizzard,90
Roselia,confide,
Roselia,dazzling-gleam,80
Gulpin,pound,40
Gulpin,fire-punch,75
Gulpin,ice-punch,75
Gulpin,thunder-punch,75
Gulpin,headbutt,70
Gulpin,body-slam,85
Gulpin,double-edge,120
Gulpin,ice-beam,90
Gulpin,counter,
Gulpin,strength,80
Gulpin,solar-beam,120
Gulpin,toxic,
Gulpin,mimic,
Gulpin,double-team,
Gulpin,defense-curl,
Gulpin,self-destruct,200
Gulpin,smog,30
Gulpin,sludge,65
Gulpin,amnesia,
Gulpin,dream-eater,100
Gulpin,poison-gas,
Gulpin,acid-armor,
Gulpin,explosion,250
Gulpin,rest,
Gulpin,substitute,
Gulpin,nightmare,
Gulpin,snore,50
Gulpin,curse,
Gulpin,protect,
Gulpin,sludge-bomb,90
Gulpin,mud-slap,20
Gulpin,destiny-bond,
Gulpin,giga-drain,75
Gulpin,endure,
Gulpin,rollout,30
Gulpin,swagger,
Gulpin,attract,
Gulpin,sleep-talk,
Gulpin,return,
Gulpin,frustration,
Gulpin,pain-split,
Gulpin,dynamic-punch,100
Gulpin,encore,
Gulpin,hidden-power,60
Gulpin,rain-dance,
Gulpin,sunny-day,
Gulpin,shadow-ball,80
Gulpin,rock-smash,40
Gulpin,stockpile,
Gulpin,spit-up,
Gulpin,swallow,
Gulpin,facade,70
Gulpin,yawn,
Gulpin,snatch,
Gulpin,secret-power,70
Gulpin,bullet-seed,25
Gulpin,shock-wave,60
Gulpin,water-pulse,60
Gulpin,natural-gift,
Gulpin,wring-out,
Gulpin,gastro-acid,
Gulpin,seed-bomb,80
Gulpin,gunk-shot,120
Gulpin,captivate,
Gulpin,venoshock,65
Gulpin,sludge-wave,95
Gulpin,acid-spray,40
Gulpin,round,60
Gulpin,belch,120
Gulpin,confide,
Gulpin,venom-drench,
Gulpin,infestation,20
Gulpin,power-up-punch,40
Swalot,pound,40
Swalot,fire-punch,75
Swalot,ice-punch,75
Swalot,thunder-punch,75
Swalot,headbutt,70
Swalot,body-slam,85
Swalot,double-edge,120
Swalot,ice-beam,90
Swalot,hyper-beam,150
Swalot,counter,
Swalot,strength,80
Swalot,solar-beam,120
Swalot,earthquake,100
Swalot,toxic,
Swalot,mimic,
Swalot,double-team,
Swalot,defense-curl,
Swalot,self-destruct,200
Swalot,sludge,65
Swalot,amnesia,
Swalot,dream-eater,100
Swalot,poison-gas,
Swalot,explosion,250
Swalot,rest,
Swalot,substitute,
Swalot,nightmare,
Swalot,snore,50
Swalot,protect,
Swalot,sludge-bomb,90
Swalot,mud-slap,20
Swalot,giga-drain,75
Swalot,endure,
Swalot,rollout,30
Swalot,swagger,
Swalot,attract,
Swalot,sleep-talk,
Swalot,return,
Swalot,frustration,
Swalot,pain-split,
Swalot,dynamic-punch,100
Swalot,encore,
Swalot,hidden-power,60
Swalot,rain-dance,
Swalot,sunny-day,
Swalot,shadow-ball,80
Swalot,rock-smash,40
Swalot,stockpile,
Swalot,spit-up,
Swalot,swallow,
Swalot,facade,70
Swalot,yawn,
Swalot,snatch,
Swalot,secret-power,70
Swalot,bullet-seed,25
Swalot,block,
Swalot,shock-wave,60
Swalot,water-pulse,60
Swalot,natural-gift,
Swalot,wring-out,
Swalot,gastro-acid,
Swalot,seed-bomb,80
Swalot,giga-impact,150
Swalot,gunk-shot,120
Swalot,captivate,
Swalot,venoshock,65
Swalot,sludge-wave,95
Swalot,acid-spray,40
Swalot,round,60
Swalot,bulldoze,60
Swalot,belch,120
Swalot,confide,
Swalot,venom-drench,
Swalot,infestation,20
Swalot,power-up-punch,40
Carvanha,take-down,90
Carvanha,thrash,120
Carvanha,double-edge,120
Carvanha,leer,
Carvanha,bite,60
Carvanha,hydro-pump,110
Carvanha,surf,90
Carvanha,ice-beam,90
Carvanha,blizzard,110
Carvanha,toxic,
Carvanha,agility,
Carvanha,rage,20
Carvanha,mimic,
Carvanha,screech,
Carvanha,double-team,
Carvanha,focus-energy,
Carvanha,waterfall,80
Carvanha,swift,60
Carvanha,rest,
